,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link
82,Kolhapur,Black,20,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
83,Kolhapur,Black,25,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
84,Kolhapur,Black,30,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
85,Kolhapur,Black,35,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
86,Kolhapur,Black,40,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
87,Kolhapur,Black,20,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
88,Kolhapur,Black,25,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
89,Kolhapur,Black,30,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
90,Kolhapur,Black,35,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
91,Kolhapur,Black,40,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
92,Kolhapur,Black,20,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
93,Kolhapur,Black,25,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
94,Kolhapur,Black,30,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
95,Kolhapur,Black,35,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
96,Kolhapur,Black,40,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
97,Kolhapur,Black,20,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
98,Kolhapur,Black,25,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
99,Kolhapur,Black,30,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
100,Kolhapur,Black,35,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
101,Kolhapur,Black,40,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
102,Kolhapur,Black,20,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
103,Kolhapur,Black,25,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
104,Kolhapur,Black,30,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
105,Kolhapur,Black,35,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
106,Kolhapur,Black,40,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
107,Kolhapur,Black,20,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
108,Kolhapur,Black,25,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
109,Kolhapur,Black,30,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
110,Kolhapur,Black,35,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
111,Kolhapur,Black,40,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
112,Kolhapur,Black,20,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
113,Kolhapur,Black,25,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
114,Kolhapur,Black,30,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
115,Kolhapur,Black,35,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
116,Kolhapur,Black,40,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
117,Kolhapur,Black,20,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
118,Kolhapur,Black,25,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
119,Kolhapur,Black,30,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
120,Kolhapur,Black,35,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
121,Kolhapur,Black,40,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
122,Kolhapur,Black,20,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
123,Kolhapur,Black,25,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
124,Kolhapur,Black,30,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
125,Kolhapur,Black,35,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
126,Kolhapur,Black,40,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
127,Kolhapur,Black,20,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
128,Kolhapur,Black,25,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
129,Kolhapur,Black,30,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
130,Kolhapur,Black,35,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
131,Kolhapur,Black,40,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
132,Kolhapur,Black,40,20,20,6.0,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
133,Kolhapur,Black,45,20,20,6.0,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
134,Kolhapur,Black,50,20,20,6.0,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
135,Kolhapur,Black,40,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
136,Kolhapur,Black,45,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
137,Kolhapur,Black,50,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
138,Kolhapur,Black,40,20,25,7.0,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
139,Kolhapur,Black,45,20,25,7.0,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
140,Kolhapur,Black,50,20,25,7.0,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
141,Kolhapur,Black,40,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
142,Kolhapur,Black,45,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
143,Kolhapur,Black,50,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
144,Kolhapur,Red ,100,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
145,Kolhapur,Red ,105,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
146,Kolhapur,Red ,110,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
147,Kolhapur,Red ,115,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
148,Kolhapur,Red ,120,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
149,Kolhapur,Red ,125,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
150,Kolhapur,Red ,130,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
151,Kolhapur,Red ,135,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
152,Kolhapur,Red ,140,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
153,Kolhapur,Red ,145,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
154,Kolhapur,Red ,150,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
155,Kolhapur,Red ,100,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
156,Kolhapur,Red ,105,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
157,Kolhapur,Red ,110,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
158,Kolhapur,Red ,115,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
159,Kolhapur,Red ,120,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
160,Kolhapur,Red ,125,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
161,Kolhapur,Red ,130,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
162,Kolhapur,Red ,135,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
163,Kolhapur,Red ,140,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
164,Kolhapur,Red ,145,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
165,Kolhapur,Red ,150,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
166,Kolhapur,Red ,100,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
167,Kolhapur,Red ,105,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
168,Kolhapur,Red ,110,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
169,Kolhapur,Red ,115,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
170,Kolhapur,Red ,120,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
171,Kolhapur,Red ,125,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
172,Kolhapur,Red ,130,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
173,Kolhapur,Red ,135,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
174,Kolhapur,Red ,140,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
175,Kolhapur,Red ,145,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
176,Kolhapur,Red ,150,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
177,Kolhapur,Red ,100,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
178,Kolhapur,Red ,105,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
179,Kolhapur,Red ,110,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
180,Kolhapur,Red ,115,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
181,Kolhapur,Red ,120,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
182,Kolhapur,Red ,125,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
183,Kolhapur,Red ,130,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
184,Kolhapur,Red ,135,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
185,Kolhapur,Red ,140,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
186,Kolhapur,Red ,145,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
187,Kolhapur,Red ,150,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
188,Kolhapur,Red ,100,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
189,Kolhapur,Red ,105,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
190,Kolhapur,Red ,110,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
191,Kolhapur,Red ,115,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
192,Kolhapur,Red ,120,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
193,Kolhapur,Red ,125,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
194,Kolhapur,Red ,130,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
195,Kolhapur,Red ,135,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
196,Kolhapur,Red ,140,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
197,Kolhapur,Red ,145,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
198,Kolhapur,Red ,150,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
199,Kolhapur,Red ,100,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
200,Kolhapur,Red ,105,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
201,Kolhapur,Red ,110,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
202,Kolhapur,Red ,115,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
203,Kolhapur,Red ,120,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
204,Kolhapur,Red ,125,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
205,Kolhapur,Red ,130,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
206,Kolhapur,Red ,135,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
207,Kolhapur,Red ,140,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
208,Kolhapur,Red ,145,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
209,Kolhapur,Red ,150,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/watch?v=eN-TqqBQOAk
210,Kolhapur,Red ,100,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
211,Kolhapur,Red ,105,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
212,Kolhapur,Red ,110,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
213,Kolhapur,Red ,115,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
214,Kolhapur,Red ,120,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
215,Kolhapur,Red ,125,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
216,Kolhapur,Red ,130,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
217,Kolhapur,Red ,135,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
218,Kolhapur,Red ,140,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
219,Kolhapur,Red ,145,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
220,Kolhapur,Red ,150,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
221,Kolhapur,Red ,100,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
222,Kolhapur,Red ,105,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
223,Kolhapur,Red ,110,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/watch?v=eN-TqqBQOAk
